,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.senator_rank_label,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
10,bill,senate_bill,S.,113,referred,2014-06-19,"This bill was introduced on June 19, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2510,,333474,2014-06-19,False,False,https://www.govtrack.us/congress/bills/113/s2510,False,"[[datetime.datetime(2014, 6, 19, 0, 0), 2, Read twice and referred to the Committee on Armed Services., <action datetime=""2014-06-19"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Armed Services.</text>
    </action>
  ]]",bill,2510,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2510:,S. 2510 (113th): Guantanamo Bay Detainee Transfer Suspension Act of 2014,Guantanamo Bay Detainee Transfer Suspension Act of 2014,"[[short, introduced, Guantanamo Bay Detainee Transfer Suspension Act of 2014], [official, introduced, A bill to establish a temporary limitation on the use of funds to transfer or release individuals detained at United States Naval Station, Guantanamo Bay, Cuba.]]",Guantanamo Bay Detainee Transfer Suspension Act of 2014
11,resolution,senate_resolution,S.Res.,113,referred,2014-06-24,"This resolution was introduced on June 24, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 482,,333546,2014-06-24,False,False,https://www.govtrack.us/congress/bills/113/sres482,False,"[[datetime.datetime(2014, 6, 24, 0, 0), 2, Referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2014-06-24"" state=""REFERRED"">
      <text>Referred to the Committee on Homeland Security and Governmental Affairs.</text>
      <reference ref=""CR S3944"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,482,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:sres482:,"S.Res. 482 (113th): A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest Van Ness Street, Northwest International Drive, Northwest and International Place, Northwest in Washington, Distr","A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest Van Ness Street, Northwest International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, should be designated as “Liu Xiaobo Plaza”.","[[official, introduced, A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest Van Ness Street, Northwest International Drive, Northwest and International Place, Northwest in Washington, District of Columbia, should be designated as ""Liu Xiaobo Plaza"".]]","A resolution expressing the sense of the Senate that the area between the intersections of International Drive, Northwest Van Ness Street, Northwest International Drive, Northwest and International Place, Northwest in Washington, Distr"
12,resolution,senate_resolution,S.Res.,113,referred,2014-06-26,"This resolution was introduced on June 26, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 487,,333667,2014-06-26,False,False,https://www.govtrack.us/congress/bills/113/sres487,False,"[[datetime.datetime(2014, 6, 26, 0, 0), 2, Referred to the Committee on the Judiciary., <action datetime=""2014-06-26"" state=""REFERRED"">
      <text>Referred to the Committee on the Judiciary.</text>
      <reference ref=""CR S4163-4164"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,487,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:sres487:,"S.Res. 487 (113th): A resolution expressing the sense of the Senate that Attorney General Eric H. Holder, Jr. should appoint a special counsel or prosecutor to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service.","A resolution expressing the sense of the Senate that Attorney General Eric H. Holder, Jr. should appoint a special counsel or prosecutor to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service.","[[official, introduced, A resolution expressing the sense of the Senate that Attorney General Eric H. Holder, Jr. should appoint a special counsel or prosecutor to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service.]]","A resolution expressing the sense of the Senate that Attorney General Eric H. Holder, Jr. should appoint a special counsel or prosecutor to investigate the targeting of conservative nonprofit groups by the Internal Revenue Service."
13,bill,senate_bill,S.,113,reported,2014-07-10,"This bill was introduced on July 10, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2579,,333746,2014-07-09,False,False,https://www.govtrack.us/congress/bills/113/s2579,False,"[[datetime.datetime(2014, 7, 10, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 460., <calendar datetime=""2014-07-10"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""460"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 460.</text>
    </calendar>
  ]]",bill,2579,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2579:,"S. 2579 (113th): A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014.","A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014.","[[official, introduced, A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014.]]","A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014."
14,bill,senate_bill,S.,113,pass_over_senate,2014-07-29,"This bill was introduced in a previous session of Congress and was passed by the Senate on July 29, 2014 but was never passed by the House.",Passed Senate,S. 2577,,333748,2014-07-09,False,False,https://www.govtrack.us/congress/bills/113/s2577,False,"[[datetime.datetime(2014, 7, 9, 0, 0), 2, Read twice and referred to the Committee on Foreign Relations., <action datetime=""2014-07-09"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Foreign Relations.</text>
    </action>
    ], [datetime.datetime(2014, 7, 16, 0, 0), 3, Committee on Foreign Relations. Ordered to be reported without amendment favorably., <calendar datetime=""2014-07-16"" state=""REPORTED"">
      <text>Committee on Foreign Relations. Ordered to be reported without amendment favorably.</text>
    </calendar>
    ], [datetime.datetime(2014, 7, 29, 0, 0), 5, Passed Senate without amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote"" datetime=""2014-07-29"" where=""s"" result=""pass"" state=""PASS_OVER:SENATE"">
      <text>Passed Senate without amendment by Unanimous Consent.</text>
      <reference ref=""CR S5069"" label=""consideration""/>
      <reference ref=""CR S5069"" label=""text as passed Senate""/>
    </vote>
    ]]",bill,2577,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2577:,"S. 2577 (113th): A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014.","A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014.","[[official, introduced, A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014.]]","A bill to require the Secretary of State to offer rewards totaling up to $5,000,000 for information on the kidnapping and murder of Naftali Fraenkel, a dual United States-Israeli citizen, that began on June 12, 2014."
15,bill,senate_bill,S.,113,reported,2014-07-21,"This bill was introduced on July 21, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2631,,333943,2014-07-17,False,False,https://www.govtrack.us/congress/bills/113/s2631,False,"[[datetime.datetime(2014, 7, 21, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 473., <calendar datetime=""2014-07-21"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""473"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 473.</text>
    </calendar>
  ]]",bill,2631,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2631:,"S. 2631 (113th): A bill to prevent the expansion of the Deferred Action for Childhood Arrivals program unlawfully created by Executive memorandum on August 15, 2012.","A bill to prevent the expansion of the Deferred Action for Childhood Arrivals program unlawfully created by Executive memorandum on August 15, 2012.","[[official, introduced, A bill to prevent the expansion of the Deferred Action for Childhood Arrivals program unlawfully created by Executive memorandum on August 15, 2012.]]","A bill to prevent the expansion of the Deferred Action for Childhood Arrivals program unlawfully created by Executive memorandum on August 15, 2012."
16,bill,senate_bill,S.,113,reported,2014-07-28,"This bill was introduced on July 28, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2666,,334029,2014-07-24,False,False,https://www.govtrack.us/congress/bills/113/s2666,False,"[[datetime.datetime(2014, 7, 28, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 491., <calendar datetime=""2014-07-28"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""491"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 491.</text>
    </calendar>
  ]]",bill,2666,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2666:,S. 2666 (113th): Protect Children and Families Through the Rule of Law Act,Protect Children and Families Through the Rule of Law Act,"[[short, introduced, Protect Children and Families Through the Rule of Law Act], [official, introduced, A bill to prohibit future consideration of deferred action for childhood arrivals or work authorization for aliens who are not in lawful status, to facilitate the expedited processing of minors entering the United States across the southern border, and to require the Secretary of Defense to reimburse States for National Guard deployments in response to large-scale border crossings of unaccompanied alien children from noncontiguous countries.]]",Protect Children and Families Through the Rule of Law Act
17,resolution,senate_concurrent_resolution,S.Con.Res.,113,referred,2014-07-24,"This resolution was introduced on July 24, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Con.Res. 41,,334053,2014-07-24,False,False,https://www.govtrack.us/congress/bills/113/sconres41,False,"[[datetime.datetime(2014, 7, 24, 0, 0), 2, Referred to the Committee on Foreign Relations., <action datetime=""2014-07-24"" state=""REFERRED"">
      <text>Referred to the Committee on Foreign Relations.</text>
      <reference ref=""CR S4911"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,41,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:sconres41:,S.Con.Res. 41 (113th): A concurrent resolution denouncing the use of civilians as human shields by Hamas and other terrorist organizations in violation of international humanitarian law.,A concurrent resolution denouncing the use of civilians as human shields by Hamas and other terrorist organizations in violation of international humanitarian law.,"[[official, introduced, A concurrent resolution denouncing the use of civilians as human shields by Hamas and other terrorist organizations in violation of international humanitarian law.]]",A concurrent resolution denouncing the use of civilians as human shields by Hamas and other terrorist organizations in violation of international humanitarian law.
18,bill,senate_bill,S.,113,referred,2014-07-28,"This bill was introduced on July 28, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2672,,334087,2014-07-28,False,False,https://www.govtrack.us/congress/bills/113/s2672,False,"[[datetime.datetime(2014, 7, 28, 0, 0), 2, Read twice and referred to the Committee on Banking, Housing, and Urban Affairs., <action datetime=""2014-07-28"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.</text>
    </action>
  ]]",bill,2672,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2672:,"S. 2672 (113th): Sanction Iran, Safeguard America Act of 2014","Sanction Iran, Safeguard America Act of 2014","[[short, introduced, Sanction Iran, Safeguard America Act of 2014], [short, introduced, SISA Act], [official, introduced, A bill to terminate the authority to waive certain provisions of law requiring the imposition of sanctions with respect to Iran, to codify certain sanctions imposed by executive order, and for other purposes.]]","Sanction Iran, Safeguard America Act of 2014"
19,bill,senate_bill,S.,113,reported,2014-09-09,"This bill was introduced on September 9, 2014, in a previous session of Congress, but was not enacted.",Reported by Committee,S. 2779,,334424,2014-09-08,False,False,https://www.govtrack.us/congress/bills/113/s2779,False,"[[datetime.datetime(2014, 9, 9, 0, 0), 3, Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 554., <calendar datetime=""2014-09-09"" state=""REPORTED"" calendar=""Senate Legislative"" under=""General Orders"" number=""554"">
      <text>Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 554.</text>
    </calendar>
  ]]",bill,2779,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2779:,S. 2779 (113th): Expatriate Terrorists Act,Expatriate Terrorists Act,"[[short, introduced, Expatriate Terrorists Act], [official, introduced, A bill to amend section 349 of the Immigration and Nationality Act to deem specified activities in support of terrorism as renunciation of United States nationality.]]",Expatriate Terrorists Act
20,bill,senate_bill,S.,113,referred,2014-11-20,"This bill was introduced on November 20, 2014, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2965,,335080,2014-11-20,False,False,https://www.govtrack.us/congress/bills/113/s2965,False,"[[datetime.datetime(2014, 11, 20, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2014-11-20"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,2965,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s2965:,S. 2965 (113th): Operation United Assistance Tax Exclusion Act of 2014,Operation United Assistance Tax Exclusion Act of 2014,"[[short, introduced, Operation United Assistance Tax Exclusion Act of 2014], [official, introduced, A bill to provide that members of the Armed Forces performing hazardous humanitarian services in West Africa to combat the spread of the 2014 Ebola virus outbreak shall be entitled to tax benefits in the same manner as if such services were performed in a combat zone.]]",Operation United Assistance Tax Exclusion Act of 2014
21,resolution,senate_resolution,S.Res.,113,referred,2013-09-12,"This resolution was introduced on September 12, 2013, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 225,,329963,2013-09-12,False,False,https://www.govtrack.us/congress/bills/113/sres225,False,"[[datetime.datetime(2013, 9, 12, 0, 0), 2, Referred to the Committee on Rules and Administration., <action datetime=""2013-09-12"" state=""REFERRED"">
      <text>Referred to the Committee on Rules and Administration.</text>
      <reference ref=""CR S6450"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,225,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:sres225:,"S.Res. 225 (113th): A resolution to express the sense of the Senate that Congress should establish a joint select committee to investigate and report on the attack on the United States diplomatic facility and American personnel in Benghazi, Libya, on Sept","A resolution to express the sense of the Senate that Congress should establish a joint select committee to investigate and report on the attack on the United States diplomatic facility and American personnel in Benghazi, Libya, on September 11, 2012.","[[official, introduced, A resolution to express the sense of the Senate that Congress should establish a joint select committee to investigate and report on the attack on the United States diplomatic facility and American personnel in Benghazi, Libya, on September 11, 2012.]]","A resolution to express the sense of the Senate that Congress should establish a joint select committee to investigate and report on the attack on the United States diplomatic facility and American personnel in Benghazi, Libya, on Sept"
22,resolution,senate_resolution,S.Res.,113,referred,2013-09-24,"This resolution was introduced on September 24, 2013, in a previous session of Congress, but was not enacted.",Referred to Committee,S.Res. 252,,330138,2013-09-24,False,False,https://www.govtrack.us/congress/bills/113/sres252,False,"[[datetime.datetime(2013, 9, 24, 0, 0), 2, Referred to the Committee on Foreign Relations., <action datetime=""2013-09-24"" state=""REFERRED"">
      <text>Referred to the Committee on Foreign Relations.</text>
      <reference ref=""CR S6754-6755"" label=""text of measure as introduced""/>
    </action>
  ]]",resolution,252,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:sres252:,S.Res. 252 (113th): A resolution expressing the sense of the Senate on steps the Government of Iran must take before President Obama meets with the President of Iran.,A resolution expressing the sense of the Senate on steps the Government of Iran must take before President Obama meets with the President of Iran.,"[[official, introduced, A resolution expressing the sense of the Senate on steps the Government of Iran must take before President Obama meets with the President of Iran.]]",A resolution expressing the sense of the Senate on steps the Government of Iran must take before President Obama meets with the President of Iran.
23,resolution,senate_joint_resolution,S.J.Res.,113,referred,2013-10-02,"This resolution was introduced on October 2, 2013, in a previous session of Congress, but was not enacted.",Referred to Committee,S.J.Res. 23,,330265,2013-10-02,False,False,https://www.govtrack.us/congress/bills/113/sjres23,False,"[[datetime.datetime(2013, 10, 2, 0, 0), 2, Read twice and referred to the Committee on Appropriations., <action datetime=""2013-10-02"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Appropriations.</text>
    </action>
  ]]",resolution,23,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:sjres23:,"S.J.Res. 23 (113th): A joint resolution making continuing appropriations for fiscal year 2014, and for other purposes.","A joint resolution making continuing appropriations for fiscal year 2014, and for other purposes.","[[official, introduced, A joint resolution making continuing appropriations for fiscal year 2014, and for other purposes.]]","A joint resolution making continuing appropriations for fiscal year 2014, and for other purposes."
24,bill,senate_bill,S.,113,referred,2013-10-29,"This bill was introduced on October 29, 2013, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1594,,330496,2013-10-29,False,False,https://www.govtrack.us/congress/bills/113/s1594,False,"[[datetime.datetime(2013, 10, 29, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2013-10-29"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
    </action>
  ]]",bill,1594,,,,thomas-congproj,,C001098,1970-12-22,1019953,Ted,male,Male,412573,Cruz,https://www.govtrack.us/congress/members/ted_cruz/412573,,Sen. Ted Cruz [R-TX],,,N00033085,135705,"Cruz, Ted (Sen.) [R-TX]",SenTedCruz,sentedcruz,,"[113, 114, 115]",True,Junior Senator from Texas,,2019-01-03,404 Russell Senate Office Building Washington DC 20510,http://www.cruz.senate.gov/?p=email_senator,202-228-3398,404 Russell Senate Office Building,43140,,Republican,412573,202-224-5922,senator,Senator,class1,Class 1,junior,Junior,2013-01-03,TX,Sen.,Senator,http://www.cruz.senate.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d113:s1594:,"S. 1594 (113th): A bill to designate the United States courthouse located at 101 East Pecan Street in Sherman, Texas, as the Paul Brown United States Courthouse.","A bill to designate the United States courthouse located at 101 East Pecan Street in Sherman, Texas, as the Paul Brown United States Courthouse.","[[official, introduced, A bill to designate the United States courthouse located at 101 East Pecan Street in Sherman, Texas, as the Paul Brown United States Courthouse.]]","A bill to designate the United States courthouse located at 101 East Pecan Street in Sherman, Texas, as the Paul Brown United States Courthouse."
