,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.extra.address,sponsor_role.extra.contact_form,sponsor_role.extra.fax,sponsor_role.extra.office,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_class_label,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
10,bill,senate_bill,S.,110,referred,2007-03-08,"This bill was introduced on March 8, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 818,,136404,2007-03-08,False,False,https://www.govtrack.us/congress/bills/110/s818,False,"[[datetime.datetime(2007, 3, 8, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2007-03-08"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,818,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s818:,S. 818 (110th): National Priorities Act of 2007,National Priorities Act of 2007,"[[short, introduced, National Priorities Act of 2007], [official, introduced, A bill to expand the middle class, reduce the gap between the rich and the poor, keep our promises to veterans, lower the poverty rate, and reduce the Federal deficit by repealing tax breaks for the wealthiest one percent and eliminating unnecessary Cold War era defense spending, and for other purposes.]]",National Priorities Act of 2007
11,bill,senate_bill,S.,110,referred,2007-05-08,"This bill was introduced on May 8, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1326,,136680,2007-05-08,False,False,https://www.govtrack.us/congress/bills/110/s1326,False,"[[datetime.datetime(2007, 5, 8, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2007-05-08"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
      <reference ref=""CR S5720-5725"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,1326,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1326:,S. 1326 (110th): Comprehensive Veterans Benefits Improvements Act of 2007,Comprehensive Veterans Benefits Improvements Act of 2007,"[[short, introduced, Comprehensive Veterans Benefits Improvements Act of 2007], [official, introduced, A bill to amend title 38, United States Code, to improve and enhance compensation and pension, health care, housing, burial, and other benefits for veterans, and for other purposes.]]",Comprehensive Veterans Benefits Improvements Act of 2007
12,bill,senate_bill,S.,110,referred,2008-10-01,"This bill was introduced on October 1, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3676,,136684,2008-10-01,False,False,https://www.govtrack.us/congress/bills/110/s3676,False,"[[datetime.datetime(2008, 10, 1, 0, 0), 2, Read twice and referred to the Committee on Homeland Security and Governmental Affairs., <action datetime=""2008-10-01"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Homeland Security and Governmental Affairs.</text>
    </action>
  ]]",bill,3676,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3676:,S. 3676 (110th): Volunteer Firefighter and EMS Support Act of 2008,Volunteer Firefighter and EMS Support Act of 2008,"[[short, introduced, Volunteer Firefighter and EMS Support Act of 2008], [official, introduced, A bill to support the recruitment and retention of volunteer firefighters and emergency medical services personnel, and for other purposes.]]",Volunteer Firefighter and EMS Support Act of 2008
13,bill,senate_bill,S.,110,referred,2007-10-04,"This bill was introduced on October 4, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 2157,,135256,2007-10-04,False,False,https://www.govtrack.us/congress/bills/110/s2157,False,"[[datetime.datetime(2007, 10, 4, 0, 0), 2, Read twice and referred to the Committee on Health, Education, Labor, and Pensions., <action datetime=""2007-10-04"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Health, Education, Labor, and Pensions.</text>
    </action>
  ]]",bill,2157,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s2157:,S. 2157 (110th): Expanded Education Act,Expanded Education Act,"[[short, introduced, Expanded Education Act], [official, introduced, A bill to amend the Elementary and Secondary Education Act of 1965 to establish pilot programs in expanded school attendance.]]",Expanded Education Act
14,bill,senate_bill,S.,110,referred,2007-03-28,"This bill was introduced on March 28, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1008,,135543,2007-03-28,False,False,https://www.govtrack.us/congress/bills/110/s1008,False,"[[datetime.datetime(2007, 3, 28, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2007-03-28"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
      <reference ref=""CR S4055"" label=""text of measure as introduced""/>
    </action>
  ]]",bill,1008,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s1008:,S. 1008 (110th): A bill to amend the Atomic Energy Act of 1954 to improve and strengthen the safety inspection process of nuclear facilities.,A bill to amend the Atomic Energy Act of 1954 to improve and strengthen the safety inspection process of nuclear facilities.,"[[official, introduced, A bill to amend the Atomic Energy Act of 1954 to improve and strengthen the safety inspection process of nuclear facilities.]]",A bill to amend the Atomic Energy Act of 1954 to improve and strengthen the safety inspection process of nuclear facilities.
15,bill,senate_bill,S.,110,referred,2007-01-16,"This bill was introduced on January 16, 2007, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 309,,134582,2007-01-16,False,False,https://www.govtrack.us/congress/bills/110/s309,False,"[[datetime.datetime(2007, 1, 16, 0, 0), 2, Read twice and referred to the Committee on Environment and Public Works., <action datetime=""2007-01-16"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Environment and Public Works.</text>
      <reference ref=""CR S603-610"" label=""text of measure as introduced""/>
    </action>
    ]]",bill,309,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s309:,S. 309 (110th): Global Warming Pollution Reduction Act,Global Warming Pollution Reduction Act,"[[short, introduced, Global Warming Pollution Reduction Act], [official, introduced, A bill to amend the Clean Air Act to reduce emissions of carbon dioxide, and for other purposes.]]",Global Warming Pollution Reduction Act
16,bill,senate_bill,S.,110,referred,2008-12-11,"This bill was introduced on December 11, 2008, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 3740,,135080,2008-12-11,False,False,https://www.govtrack.us/congress/bills/110/s3740,False,"[[datetime.datetime(2008, 12, 11, 0, 0), 2, Read twice and referred to the Committee on Commerce, Science, and Transportation., <action datetime=""2008-12-11"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Commerce, Science, and Transportation.</text>
    </action>
  ]]",bill,3740,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d110:s3740:,S. 3740 (110th): Digital TV Transition Fairness Act,Digital TV Transition Fairness Act,"[[short, introduced, Digital TV Transition Fairness Act], [official, introduced, A bill to ensure access to basic broadcast television after the Digital Television Transition, and for other purposes.]]",Digital TV Transition Fairness Act
17,bill,house_bill,H.R.,108,referred,2003-06-19,"This bill was introduced on June 19, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2546,,83219,2003-06-19,False,False,https://www.govtrack.us/congress/bills/108/hr2546,False,"[[datetime.datetime(2003, 6, 19, 0, 0), 2, Referred to the House Committee on Financial Services., <action datetime=""2003-06-19"" state=""REFERRED"">
      <text>Referred to the House Committee on Financial Services.</text>
    </action>
    ]]",bill,2546,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[108],False,Representative for Vermont At Large,0.0,2005-01-03,,,,,,3010,,Independent,400357,,representative,Representative,,,,2003-01-07,VT,Rep.,Representative,http://bernie.house.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:hr2546:,H.R. 2546 (108th): Free Credit Report Act of 2003,Free Credit Report Act of 2003,"[[short, introduced, Free Credit Report Act of 2003], [official, introduced, To amend the Fair Credit Reporting Act to require consumer reporting agencies to provide any consumer with a free credit report annually upon the request of the consumer, and for other purposes.]]",Free Credit Report Act of 2003
18,bill,house_bill,H.R.,108,referred,2003-07-14,"This bill was introduced on July 14, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2724,,83809,2003-07-14,False,False,https://www.govtrack.us/congress/bills/108/hr2724,False,"[[datetime.datetime(2003, 7, 14, 0, 0), 2, Referred to the House Committee on Financial Services., <action datetime=""2003-07-14"" state=""REFERRED"">
      <text>Referred to the House Committee on Financial Services.</text>
    </action>
    ]]",bill,2724,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[108],False,Representative for Vermont At Large,0.0,2005-01-03,,,,,,3010,,Independent,400357,,representative,Representative,,,,2003-01-07,VT,Rep.,Representative,http://bernie.house.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:hr2724:,H.R. 2724 (108th): Credit Bait and Switch Prevention Act,Credit Bait and Switch Prevention Act,"[[short, introduced, Credit Bait and Switch Prevention Act], [official, introduced, To amend the Fair Credit Reporting Act to prohibit the use of any information in any consumer report by any credit card issuer that is unrelated to the transactions and experience of the card issuer with the consumer to increase the annual percentage rate applicable to credit extended to the consumer, and for other purposes.]]",Credit Bait and Switch Prevention Act
19,bill,house_bill,H.R.,108,referred,2003-05-06,"This bill was introduced on May 6, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1990,,80184,2003-05-06,False,False,https://www.govtrack.us/congress/bills/108/hr1990,False,"[[datetime.datetime(2003, 5, 6, 0, 0), 2, Referred to the House Committee on Agriculture., <action datetime=""2003-05-06"" state=""REFERRED"">
      <text>Referred to the House Committee on Agriculture.</text>
    </action>
    ]]",bill,1990,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[108],False,Representative for Vermont At Large,0.0,2005-01-03,,,,,,3010,,Independent,400357,,representative,Representative,,,,2003-01-07,VT,Rep.,Representative,http://bernie.house.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:hr1990:,H.R. 1990 (108th): Family Dairy Farmer Preservation Act of 2003,Family Dairy Farmer Preservation Act of 2003,"[[short, introduced, Family Dairy Farmer Preservation Act of 2003], [official, introduced, To establish a counter-cyclical income support program for dairy producers.]]",Family Dairy Farmer Preservation Act of 2003
20,bill,house_bill,H.R.,108,referred,2003-07-25,"This bill was introduced on July 25, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2969,,80934,2003-07-25,False,False,https://www.govtrack.us/congress/bills/108/hr2969,False,"[[datetime.datetime(2003, 7, 25, 0, 0), 2, Referred to the House Committee on Financial Services., <action datetime=""2003-07-25"" state=""REFERRED"">
      <text>Referred to the House Committee on Financial Services.</text>
    </action>
    ]]",bill,2969,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[108],False,Representative for Vermont At Large,0.0,2005-01-03,,,,,,3010,,Independent,400357,,representative,Representative,,,,2003-01-07,VT,Rep.,Representative,http://bernie.house.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:hr2969:,H.R. 2969 (108th): United States Employee Ownership Bank Act,United States Employee Ownership Bank Act,"[[short, introduced, United States Employee Ownership Bank Act], [official, introduced, To provide for the establishment of the United States Employee Ownership Bank, and for other purposes.]]",United States Employee Ownership Bank Act
21,bill,house_bill,H.R.,108,referred,2003-03-05,"This bill was introduced on March 5, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1102,,77196,2003-03-05,False,False,https://www.govtrack.us/congress/bills/108/hr1102,False,"[[datetime.datetime(2003, 3, 5, 0, 0), 2, Referred to the House Committee on Financial Services., <action datetime=""2003-03-05"" state=""REFERRED"">
      <text>Referred to the House Committee on Financial Services.</text>
    </action>
    ]]",bill,1102,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[108],False,Representative for Vermont At Large,0.0,2005-01-03,,,,,,3010,,Independent,400357,,representative,Representative,,,,2003-01-07,VT,Rep.,Representative,http://bernie.house.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:hr1102:,H.R. 1102 (108th): National Affordable Housing Trust Fund Act of 2003,National Affordable Housing Trust Fund Act of 2003,"[[short, introduced, National Affordable Housing Trust Fund Act of 2003], [official, introduced, To establish the National Affordable Housing Trust Fund in the Treasury of the United States to provide for the development, rehabilitation, and preservation of decent, safe, and affordable housing for low-income families.]]",National Affordable Housing Trust Fund Act of 2003
22,bill,house_bill,H.R.,108,referred,2003-06-17,"This bill was introduced on June 17, 2003, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2498,,77423,2003-06-17,False,False,https://www.govtrack.us/congress/bills/108/hr2498,False,"[[datetime.datetime(2003, 6, 17, 0, 0), 2, Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""2003-06-17"" state=""REFERRED"">
      <text>Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,2498,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[108],False,Representative for Vermont At Large,0.0,2005-01-03,,,,,,3010,,Independent,400357,,representative,Representative,,,,2003-01-07,VT,Rep.,Representative,http://bernie.house.gov,http://thomas.loc.gov/cgi-bin/bdquery/z?d108:hr2498:,H.R. 2498 (108th): Medicare Extension of Drugs to Seniors (MEDS) Act of 2003,Medicare Extension of Drugs to Seniors (MEDS) Act of 2003,"[[short, introduced, Medicare Extension of Drugs to Seniors (MEDS) Act of 2003], [official, introduced, To amend title XVIII of the Social Security Act to provide a prescription benefit program for all Medicare beneficiaries.]]",Medicare Extension of Drugs to Seniors (MEDS) Act of 2003
23,bill,senate_bill,S.,112,referred,2011-09-14,"This bill was introduced on September 14, 2011, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1558,,76152,2011-09-14,False,False,https://www.govtrack.us/congress/bills/112/s1558,False,"[[datetime.datetime(2011, 9, 14, 0, 0), 2, Read twice and referred to the Committee on Finance., <action datetime=""2011-09-14"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Finance.</text>
    </action>
  ]]",bill,1558,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d112:s1558:,S. 1558 (112th): Keeping Our Social Security Promises Act,Keeping Our Social Security Promises Act,"[[short, introduced, Keeping Our Social Security Promises Act], [official, introduced, A bill to amend the Internal Revenue Code of 1986 to apply payroll taxes to remuneration and earnings from self-employment up to the contribution and benefit base and to remuneration in excess of $250,000.]]",Keeping Our Social Security Promises Act
24,bill,senate_bill,S.,112,referred,2011-03-15,"This bill was introduced on March 15, 2011, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 582,,75343,2011-03-15,False,False,https://www.govtrack.us/congress/bills/112/s582,False,"[[datetime.datetime(2011, 3, 15, 0, 0), 2, Read twice and referred to the Committee on Rules and Administration., <action datetime=""2011-03-15"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Rules and Administration.</text>
    </action>
  ]]",bill,582,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d112:s582:,S. 582 (112th): Social Security Protection Act of 2011,Social Security Protection Act of 2011,"[[short, introduced, Social Security Protection Act of 2011], [official, introduced, A bill to establish a point of order against any efforts to reduce benefits paid to Social Security recipients, raise the retirement age, or create private retirement accounts under title II of the Social Security Act.]]",Social Security Protection Act of 2011
25,bill,senate_bill,S.,112,referred,2011-05-17,"This bill was introduced on May 17, 2011, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1017,,73525,2011-05-17,False,False,https://www.govtrack.us/congress/bills/112/s1017,False,"[[datetime.datetime(2011, 5, 17, 0, 0), 2, Read twice and referred to the Committee on Veterans' Affairs., <action datetime=""2011-05-17"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Veterans' Affairs.</text>
    </action>
    ]]",bill,1017,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d112:s1017:,S. 1017 (112th): Disabled Veteran Caregiver Housing Assistance Act of 2011,Disabled Veteran Caregiver Housing Assistance Act of 2011,"[[short, introduced, Disabled Veteran Caregiver Housing Assistance Act of 2011], [official, introduced, A bill to amend title 38, United States Code, to increase assistance for disabled veterans who are temporarily residing in housing owned by a family member, and for other purposes.]]",Disabled Veteran Caregiver Housing Assistance Act of 2011
26,bill,senate_bill,S.,112,referred,2011-07-27,"This bill was introduced on July 27, 2011, in a previous session of Congress, but was not enacted.",Referred to Committee,S. 1428,,74054,2011-07-27,False,False,https://www.govtrack.us/congress/bills/112/s1428,False,"[[datetime.datetime(2011, 7, 27, 0, 0), 2, Read twice and referred to the Committee on Armed Services., <action datetime=""2011-07-27"" state=""REFERRED"">
      <text>Read twice and referred to the Committee on Armed Services.</text>
    </action>
  ]]",bill,1428,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,"[110, 111, 112]",False,Senator from Vermont,,2013-01-03,,332 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,http://www.sanders.senate.gov/contact/,202-228-0776,332 Dirksen Senate Office Building,3012,,Independent,400357,202-224-5141,senator,Senator,class1,Class 1,,2007-01-04,VT,Sen.,Senator,http://sanders.senate.gov/,http://thomas.loc.gov/cgi-bin/bdquery/z?d112:s1428:,S. 1428 (112th): Stop Outsourcing Security Act,Stop Outsourcing Security Act,"[[short, introduced, Stop Outsourcing Security Act], [official, introduced, A bill to phase out the use of private military contractors.]]",Stop Outsourcing Security Act
27,bill,house_bill,H.R.,106,referred,1999-11-04,"This bill was introduced on November 4, 1999, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 3229,,14081,1999-11-04,False,False,https://www.govtrack.us/congress/bills/106/hr3229,False,"[[datetime.datetime(1999, 11, 4, 0, 0), 2, Referred to the House Committee on Banking and Financial Services., <action datetime=""1999-11-04"" state=""REFERRED"">
      <text>Referred to the House Committee on Banking and Financial Services.</text>
    </action>
    ]]",bill,3229,,,,thomas-congproj,,S000033,1941-09-08,994,Bernard,male,Male,400357,Sanders,https://www.govtrack.us/congress/members/bernard_sanders/400357,,Sen. Bernard “Bernie” Sanders [I-VT],,Bernie,N00000528,27110,"Sanders, Bernard “Bernie” (Sen.) [I-VT]",SenSanders,senatorsanders,,[106],False,Representative for Vermont At Large,0.0,2001-01-03,,,,,,3008,,Independent,400357,,representative,Representative,,,,1999-01-06,VT,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d106:hr3229:,H.R. 3229 (106th): Electronic Fund Transfer Fees Act of 1999,Electronic Fund Transfer Fees Act of 1999,"[[short, introduced, Electronic Fund Transfer Fees Act of 1999], [official, introduced, To amend the Electronic Fund Transfer Act to prohibit the imposition of certain additional fees on consumers in connection with any electronic fund transfer which is initiated by the consumer from an electronic terminal operated by a person other than the financial institution holding the consumer's account and which utilizes a national or regional communication network.]]",Electronic Fund Transfer Fees Act of 1999
