,bill_resolution_type,bill_type,bill_type_label,congress,current_status,current_status_date,current_status_description,current_status_label,display_number,docs_house_gov_postdate,id,introduced_date,is_alive,is_current,link,lock_title,major_actions,noun,number,senate_floor_schedule_postdate,sliplawnum,sliplawpubpriv,source,source_link,sponsor.bioguideid,sponsor.birthday,sponsor.cspanid,sponsor.firstname,sponsor.gender,sponsor.gender_label,sponsor.id,sponsor.lastname,sponsor.link,sponsor.middlename,sponsor.name,sponsor.namemod,sponsor.nickname,sponsor.osid,sponsor.pvsid,sponsor.sortname,sponsor.twitterid,sponsor.youtubeid,sponsor_role.caucus,sponsor_role.congress_numbers,sponsor_role.current,sponsor_role.description,sponsor_role.district,sponsor_role.enddate,sponsor_role.extra,sponsor_role.id,sponsor_role.leadership_title,sponsor_role.party,sponsor_role.person,sponsor_role.phone,sponsor_role.role_type,sponsor_role.role_type_label,sponsor_role.senator_class,sponsor_role.senator_rank,sponsor_role.startdate,sponsor_role.state,sponsor_role.title,sponsor_role.title_long,sponsor_role.website,thomas_link,title,title_without_number,titles,clean_title
21,bill,house_bill,H.R.,105,referred,1997-09-11,"This bill was introduced on September 11, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2462,,104980,1997-09-11,False,False,https://www.govtrack.us/congress/bills/105/hr2462,False,"[[datetime.datetime(1997, 9, 11, 0, 0), 2, Referred to the House Committee on Ways and Means., <action datetime=""1997-09-11"" state=""REFERRED"">
      <text>Referred to the House Committee on Ways and Means.</text>
    </action>
  ]]",bill,2462,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr2462:,H.R. 2462 (105th): To amend the Internal Revenue Code of 1986 to allow the taxable income of each spouse of a married couple to be taxed using either the rates applicable to single filers or the rates applicable to joint returns.,To amend the Internal Revenue Code of 1986 to allow the taxable income of each spouse of a married couple to be taxed using either the rates applicable to single filers or the rates applicable to joint returns.,"[[official, introduced, To amend the Internal Revenue Code of 1986 to allow the taxable income of each spouse of a married couple to be taxed using either the rates applicable to single filers or the rates applicable to joint returns.]]",To amend the Internal Revenue Code of 1986 to allow the taxable income of each spouse of a married couple to be taxed using either the rates applicable to single filers or the rates applicable to joint returns.
22,bill,house_bill,H.R.,105,referred,1997-03-20,"This bill was introduced on March 20, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1172,,109132,1997-03-20,False,False,https://www.govtrack.us/congress/bills/105/hr1172,False,"[[datetime.datetime(1997, 3, 20, 0, 0), 2, Referred to the Committee on International Relations, and in addition to the Committees on National Security, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1997-03-20"" state=""REFERRED"">
      <text>Referred to the Committee on International Relations, and in addition to the Committees on National Security, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,1172,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr1172:,H.R. 1172 (105th): United States Armed Forces in Bosnia Protection Act of 1997,United States Armed Forces in Bosnia Protection Act of 1997,"[[short, introduced, United States Armed Forces in Bosnia Protection Act of 1997], [official, introduced, To prohibit the use of funds appropriated to the Department of Defense or any other Federal department or agency from being used for the deployment on the ground of United States Armed Forces in the territory of the Republic of Bosnia and Herzegovina after September 30, 1997, and for other purposes.]]",United States Armed Forces in Bosnia Protection Act of 1997
23,bill,house_bill,H.R.,105,referred,1997-04-29,"This bill was introduced on April 29, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1470,,109354,1997-04-29,False,False,https://www.govtrack.us/congress/bills/105/hr1470,False,"[[datetime.datetime(1997, 4, 29, 0, 0), 2, Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1997-04-29"" state=""REFERRED"">
      <text>Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Ways and Means, and the Budget, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,1470,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr1470:,H.R. 1470 (105th): Transportation Empowerment Act,Transportation Empowerment Act,"[[short, introduced, Transportation Empowerment Act], [official, introduced, To empower States with authority for most taxing and spending for highway programs and mass transit programs, and for other purposes.]]",Transportation Empowerment Act
24,bill,house_bill,H.R.,105,referred,1998-06-25,"This bill was introduced on June 25, 1998, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 4174,,110233,1998-06-25,False,False,https://www.govtrack.us/congress/bills/105/hr4174,False,"[[datetime.datetime(1998, 6, 25, 0, 0), 2, Referred to the Committee on the Budget, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1998-06-25"" state=""REFERRED"">
      <text>Referred to the Committee on the Budget, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,4174,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr4174:,H.R. 4174 (105th): To amend the Congressional Budget and Impoundment Control Act of 1974 to provide for the expedited consideration of certain proposed rescissions of budget authority.,To amend the Congressional Budget and Impoundment Control Act of 1974 to provide for the expedited consideration of certain proposed rescissions of budget authority.,"[[official, introduced, To amend the Congressional Budget and Impoundment Control Act of 1974 to provide for the expedited consideration of certain proposed rescissions of budget authority.]]",To amend the Congressional Budget and Impoundment Control Act of 1974 to provide for the expedited consideration of certain proposed rescissions of budget authority.
25,bill,house_bill,H.R.,105,referred,1997-05-20,"This bill was introduced on May 20, 1997, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1669,,105129,1997-05-20,False,False,https://www.govtrack.us/congress/bills/105/hr1669,False,"[[datetime.datetime(1997, 5, 20, 0, 0), 2, Referred to the House Committee on Veterans' Affairs., <action datetime=""1997-05-20"" state=""REFERRED"">
      <text>Referred to the House Committee on Veterans' Affairs.</text>
    </action>
    ]]",bill,1669,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr1669:,"H.R. 1669 (105th): To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who lost their lives during the Civil War, one while serving in the Union Army of the United States and the other while servi","To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who lost their lives during the Civil War, one while serving in the Union Army of the United States and the other while serving in the Army of the Confederate States of America, and for other purposes.","[[official, introduced, To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who lost their lives during the Civil War, one while serving in the Union Army of the United States and the other while serving in the Army of the Confederate States of America, and for other purposes.]]","To authorize the reburial in the Memorial Amphitheater at Arlington National Cemetery of two unknown Americans who lost their lives during the Civil War, one while serving in the Union Army of the United States and the other while servi"
26,bill,house_bill,H.R.,105,enacted_signed,1997-08-05,"This bill was enacted after being signed by the President on August 5, 1997.",Enacted — Signed by the President,H.R. 2014,,105228,1997-06-24,False,False,https://www.govtrack.us/congress/bills/105/hr2014,False,"[[datetime.datetime(1997, 6, 24, 1, 14), 3, Placed on the Union Calendar, Calendar No. 88., <calendar datetime=""1997-06-24T01:14:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""88"">
      <text>Placed on the Union Calendar, Calendar No. 88.</text>
    </calendar>
    ], [datetime.datetime(1997, 6, 26, 18, 0), 4, On passage Passed by recorded vote: 253 - 179 (Roll no. 245)., <vote how=""roll"" type=""vote"" roll=""245"" datetime=""1997-06-26T18:00:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On passage Passed by recorded vote: 253 - 179 (Roll no. 245).</text>
    </vote>
    ], [datetime.datetime(1997, 6, 27, 0, 0), 11, Passed Senate in lieu of S. 949 with an amendment by Yea-Nay Vote. 80-18. Record Vote No: 160., <vote how=""roll"" type=""vote2"" roll=""160"" datetime=""1997-06-27"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Passed Senate in lieu of S. 949 with an amendment by Yea-Nay Vote. 80-18. Record Vote No: 160.</text>
    </vote>
    ], [datetime.datetime(1997, 7, 31, 16, 2), 30, On agreeing to the conference report Agreed to by the Yeas and Nays: 389 - 43 (Roll no. 350)., <vote how=""roll"" type=""conference"" roll=""350"" datetime=""1997-07-31T16:02:00-04:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by the Yeas and Nays: 389 - 43 (Roll no. 350).</text>
      <reference ref=""CR  H6665"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1997, 7, 31, 0, 0), 9, Passed Senate without amendment by Yea-Nay Vote. 92-8. Record Vote No: 211., <vote how=""roll"" type=""vote2"" roll=""211"" datetime=""1997-07-31"" where=""s"" result=""pass"" state=""PASSED:BILL"">
      <text>Passed Senate without amendment by Yea-Nay Vote. 92-8. Record Vote No: 211.</text>
      <reference ref=""CR  S8410, S8415-8460, S8465-8480"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1997, 8, 5, 0, 0), 28, Signed by President., <signed datetime=""1997-08-05"" state=""ENACTED:SIGNED"">
      <text>Signed by President.</text>
    </signed>
    ]]",bill,2014,,34.0,PUB,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hr2014:,H.R. 2014 (105th): Taxpayer Relief Act of 1997,Taxpayer Relief Act of 1997,"[[popular, None, Budget Reconciliation bill], [popular, None, Reconciliation bill], [short, introduced, Revenue Reconciliation Act of 1997], [short-partial, introduced, United States-Caribbean Basin Trade Partnership Act], [short, reported to house, Child Health Assistance Program Act of 1997], [short-partial, reported to house, United States-Caribbean Basin Trade Partnership Act], [short, passed house, Taxpayer Relief Act of 1997], [short-partial, passed house, United States-Caribbean Basin Trade Partnership Act], [short, passed senate, Revenue Reconciliation Act of 1997], [short, enacted, Taxpayer Relief Act of 1997], [official, introduced, To provide for reconciliation pursuant to subsections (b)(2) and (d) of section 105 of the concurrent resolution on the budget for fiscal year 1998.]]",Taxpayer Relief Act of 1997
27,resolution,house_concurrent_resolution,H.Con.Res.,105,pass_back_senate,1998-06-15,"This resolution was introduced in a previous session of Congress and though it was passed by both chambers on June 15, 1998 it was passed in non-identical forms and the differences were never resolved.",Passed Senate with Changes,H.Con.Res. 284,,106925,1998-05-27,False,False,https://www.govtrack.us/congress/bills/105/hconres284,False,"[[datetime.datetime(1998, 5, 27, 23, 52), 3, Placed on the Union Calendar, Calendar No. 310., <calendar datetime=""1998-05-27T23:52:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""310"">
      <text>Placed on the Union Calendar, Calendar No. 310.</text>
    </calendar>
    ], [datetime.datetime(1998, 6, 5, 14, 47), 4, On agreeing to the resolution Agreed to by the Yeas and Nays: 216 - 204, 1 Present (Roll No. 210)., <vote how=""roll"" type=""vote"" roll=""210"" datetime=""1998-06-05T14:47:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On agreeing to the resolution Agreed to by the Yeas and Nays: 216 - 204, 1 Present (Roll No. 210).</text>
    </vote>
    ], [datetime.datetime(1998, 6, 15, 0, 0), 11, Resolution agreed to in Senate with an amendment by Unanimous Consent., <vote how=""by Unanimous Consent"" type=""vote2"" datetime=""1998-06-15"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Resolution agreed to in Senate with an amendment by Unanimous Consent.</text>
      <reference ref=""CR S6348"" label=""consideration""/>
    </vote>
    ]]",resolution,284,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[105],False,Representative for Ohio's 12th congressional district,12,1999-01-03,,4919,,Republican,400590,,representative,Representative,,,1997-01-07,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d105:hconres284:,H.Con.Res. 284 (105th): Budget resolution FY1999,Budget resolution FY1999,"[[popular, None, Budget resolution FY1999], [official, introduced, Revising the congressional budget for the United States Government for fiscal year 1998, establishing the congressional budget for the United States Government for fiscal year 1999, and setting forth appropriate budgetary levels for fiscal years 2000, 2001, 2002, and 2003.]]",Budget resolution FY1999
28,bill,house_bill,H.R.,104,referred,1995-03-28,"This bill was introduced on March 28, 1995, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 1327,,96231,1995-03-28,False,False,https://www.govtrack.us/congress/bills/104/hr1327,False,"[[datetime.datetime(1995, 3, 28, 0, 0), 2, Referred to the Committee on Ways and Means, and in addition to the Committees on the Budget, Commerce, Government Reform and Oversight, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1995-03-28"" state=""REFERRED"">
      <text>Referred to the Committee on Ways and Means, and in addition to the Committees on the Budget, Commerce, Government Reform and Oversight, and Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,1327,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hr1327:,H.R. 1327 (104th): Tax Fairness and Deficit Reduction Act of 1995,Tax Fairness and Deficit Reduction Act of 1995,"[[short, introduced, Tax Fairness and Deficit Reduction Act of 1995], [short-partial, introduced, Congressional and Federal Employee Retirement Equalization Act], [short-partial, introduced, Contract With America Tax Relief Act of 1995], [short-partial, introduced, Discretionary Spending Reduction and Control Act of 1995], [short-partial, introduced, Medicare Presidential Budget Savings Extension Act of 1995], [short-partial, introduced, USEC Privatization Act], [official, introduced, To provide tax relief to strengthen the American family and create jobs, to reduce Federal spending and the budget deficit, and for other purposes.]]",Tax Fairness and Deficit Reduction Act of 1995
29,bill,house_bill,H.R.,104,referred,1995-10-20,"This bill was introduced on October 20, 1995, in a previous session of Congress, but was not enacted.",Referred to Committee,H.R. 2517,,96412,1995-10-20,False,False,https://www.govtrack.us/congress/bills/104/hr2517,False,"[[datetime.datetime(1995, 10, 20, 0, 0), 2, Referred to the Committee on the Budget, and in addition to the Committees on Agriculture, Banking and Financial Services, Commerce, Economic and Educational Opportunities, Government Reform and Oversight, International Relations, the Judiciary, National Security, Resources, Rules, Science, Transportation and Infrastructure, Veterans' Affairs, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned., <action datetime=""1995-10-20"" state=""REFERRED"">
      <text>Referred to the Committee on the Budget, and in addition to the Committees on Agriculture, Banking and Financial Services, Commerce, Economic and Educational Opportunities, Government Reform and Oversight, International Relations, the Judiciary, National Security, Resources, Rules, Science, Transportation and Infrastructure, Veterans' Affairs, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.</text>
    </action>
    ]]",bill,2517,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hr2517:,H.R. 2517 (104th): Seven-Year Balanced Budget Reconciliation Act of 1995,Seven-Year Balanced Budget Reconciliation Act of 1995,"[[popular, None, Budget Reconciliation bill], [short, introduced, Seven-Year Balanced Budget Reconciliation Act of 1995], [short-partial, introduced, Agricultural Reconciliation Act of 1995], [short-partial, introduced, Cuban Liberty and Democratic Solidarity (LIBERTAD) Act of 1995], [short-partial, introduced, Department of Commerce Dismantling Act], [short-partial, introduced, Department of the Interior Surveying and Mapping Efficiency and Economic Opportunity Act of 1995], [short-partial, introduced, Federal Communications Commission Authorization Act of 1995], [short-partial, introduced, Federal Oil and Gas Royalty Simplification and Fairness Act of 1995], [short-partial, introduced, Freedom to Farm Act of 1995], [short-partial, introduced, GSP Renewal Act of 1995], [short-partial, introduced, Helium Privatization Act of 1995], [short-partial, introduced, Higher Education Program Efficiency Act of 1995], [short-partial, introduced, Illinois Land Conservation Act of 1995], [short-partial, introduced, Medicaid Transformation Act of 1995], [short-partial, introduced, Ocean Shipping Reform Act of 1995], [short-partial, introduced, Patent and Trademark Office Corporation Act of 1995], [short-partial, introduced, Power Administration Act], [short-partial, introduced, Revenue Reconciliation Act of 1995], [short-partial, introduced, Seven-Year Balanced Budget Enforcement Act of 1995], [short-partial, introduced, Sly Park Unit Conveyance Act], [short-partial, introduced, Tax Simplification Act of 1995], [short-partial, introduced, Territorial Administrative Cessation Act], [short-partial, introduced, Thrift Charter Conversion Act of 1995], [short-partial, introduced, USEC Privatization Act], [short-partial, introduced, Veterans Reconciliation Act of 1995], [short-partial, introduced, Visitor Facilities and Services Enhancement Act of 1995], [official, introduced, To provide for reconciliation pursuant to section 105 of the concurrent resolution on the budget for fiscal year 1996.]]",Seven-Year Balanced Budget Reconciliation Act of 1995
30,resolution,house_concurrent_resolution,H.Con.Res.,104,passed_concurrentres,1996-06-13,"This concurrent resolution was agreed to by both chambers of Congress on June 13, 1996. That is the end of the legislative process for concurrent resolutions. They do not have the force of law.",Agreed To (Concurrent Resolution),H.Con.Res. 178,,96923,1996-05-14,False,False,https://www.govtrack.us/congress/bills/104/hconres178,False,"[[datetime.datetime(1996, 5, 14, 23, 25), 3, Placed on the Union Calendar, Calendar No. 283., <calendar datetime=""1996-05-14T23:25:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""283"">
      <text>Placed on the Union Calendar, Calendar No. 283.</text>
    </calendar>
    ], [datetime.datetime(1996, 5, 16, 16, 48), 4, On agreeing to the resolution Agreed to by the Yeas and Nays: 226 - 195 (Roll no. 179)., <vote how=""roll"" type=""vote"" roll=""179"" datetime=""1996-05-16T16:48:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On agreeing to the resolution Agreed to by the Yeas and Nays: 226 - 195 (Roll no. 179).</text>
    </vote>
    ], [datetime.datetime(1996, 5, 23, 0, 0), 11, Resolution agreed to in Senate in lieu of S.CON.RES. 57 with an amendment by Yea-Nay Vote. 53-46. Record Vote No: 156., <vote how=""roll"" type=""vote2"" roll=""156"" datetime=""1996-05-23"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Resolution agreed to in Senate in lieu of S.CON.RES. 57 with an amendment by Yea-Nay Vote. 53-46. Record Vote No: 156.</text>
    </vote>
    ], [datetime.datetime(1996, 6, 12, 22, 22), 30, On agreeing to the conference report Agreed to by the Yeas and Nays: 216 - 211 (Roll no. 236)., <vote how=""roll"" type=""conference"" roll=""236"" datetime=""1996-06-12T22:22:00-04:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by the Yeas and Nays: 216 - 211 (Roll no. 236).</text>
      <reference ref=""CR H6257-6267"" label=""consideration""/>
    </vote>
    ], [datetime.datetime(1996, 6, 13, 0, 0), 8, Senate agreed to conference report by Yea-Nay Vote. 53-46. Record Vote No: 159., <vote how=""roll"" type=""conference"" roll=""159"" datetime=""1996-06-13"" where=""s"" result=""pass"" state=""PASSED:CONCURRENTRES"">
      <text>Senate agreed to conference report by Yea-Nay Vote. 53-46. Record Vote No: 159.</text>
      <reference ref=""CR S6186"" label=""consideration""/>
    </vote>
    ]]",resolution,178,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hconres178:,"H.Con.Res. 178 (104th): Establishing the congressional budget for the United States Government for fiscal year 1997 and setting forth appropriate budgetary levels for fiscal years 1998, 1999, 2000, 2001, and 2002.","Establishing the congressional budget for the United States Government for fiscal year 1997 and setting forth appropriate budgetary levels for fiscal years 1998, 1999, 2000, 2001, and 2002.","[[official, introduced, Establishing the congressional budget for the United States Government for fiscal year 1997 and setting forth appropriate budgetary levels for fiscal years 1998, 1999, 2000, 2001, and 2002.]]","Establishing the congressional budget for the United States Government for fiscal year 1997 and setting forth appropriate budgetary levels for fiscal years 1998, 1999, 2000, 2001, and 2002."
31,resolution,house_concurrent_resolution,H.Con.Res.,104,passed_concurrentres,1995-06-29,"This concurrent resolution was agreed to by both chambers of Congress on June 29, 1995. That is the end of the legislative process for concurrent resolutions. They do not have the force of law.",Agreed To (Concurrent Resolution),H.Con.Res. 67,,96946,1995-05-15,False,False,https://www.govtrack.us/congress/bills/104/hconres67,False,"[[datetime.datetime(1995, 5, 15, 20, 51), 3, Placed on the Union Calendar, Calendar No. 54., <calendar datetime=""1995-05-15T20:51:00-04:00"" state=""REPORTED"" calendar=""Union"" number=""54"">
      <text>Placed on the Union Calendar, Calendar No. 54.</text>
    </calendar>
    ], [datetime.datetime(1995, 5, 18, 16, 10), 4, On agreeing to the resolution Agreed to by the Yeas and Nays: 238 - 193 (Roll no. 345)., <vote how=""roll"" type=""vote"" roll=""345"" datetime=""1995-05-18T16:10:00-04:00"" where=""h"" result=""pass"" state=""PASS_OVER:HOUSE"">
      <text>On agreeing to the resolution Agreed to by the Yeas and Nays: 238 - 193 (Roll no. 345).</text>
    </vote>
    ], [datetime.datetime(1995, 5, 25, 0, 0), 11, Resolution agreed to in Senate in lieu of S.CON.RES. 13 with an amendment by Yea-Nay Vote. 57-42. Record Vote No: 232., <vote how=""roll"" type=""vote2"" roll=""232"" datetime=""1995-05-25"" where=""s"" result=""pass"" state=""PASS_BACK:SENATE"">
      <text>Resolution agreed to in Senate in lieu of S.CON.RES. 13 with an amendment by Yea-Nay Vote. 57-42. Record Vote No: 232.</text>
    </vote>
    ], [datetime.datetime(1995, 6, 29, 16, 29), 30, On agreeing to the conference report Agreed to by the Yeas and Nays: 239 - 194 (Roll no. 458)., <vote how=""roll"" type=""conference"" roll=""458"" datetime=""1995-06-29T16:29:00-04:00"" where=""h"" result=""pass"" state=""CONFERENCE:PASSED:HOUSE"">
      <text>On agreeing to the conference report Agreed to by the Yeas and Nays: 239 - 194 (Roll no. 458).</text>
    </vote>
    ], [datetime.datetime(1995, 6, 29, 0, 0), 8, Senate agreed to conference report by Yea-Nay Vote. 54-46. Record Vote No: 296., <vote how=""roll"" type=""conference"" roll=""296"" datetime=""1995-06-29"" where=""s"" result=""pass"" state=""PASSED:CONCURRENTRES"">
      <text>Senate agreed to conference report by Yea-Nay Vote. 54-46. Record Vote No: 296.</text>
    </vote>
    ]]",resolution,67,,,,thomas-congproj,,K000016,1952-05-13,1620,John,male,Male,400590,Kasich,https://www.govtrack.us/congress/members/john_kasich/400590,R.,"Rep. John Kasich [R-OH12, 1983-2000]",,,N00009778,,"Kasich, John (Rep.) [R-OH12, 1983-2000]",,,,[104],False,Representative for Ohio's 12th congressional district,12,1997-01-03,,4918,,Republican,400590,,representative,Representative,,,1995-01-04,OH,Rep.,Representative,,http://thomas.loc.gov/cgi-bin/bdquery/z?d104:hconres67:,"H.Con.Res. 67 (104th): Setting forth the congressional budget for the United States Government for fiscal years, 1996, 1997, 1998, 1999, 2000, 2001, and 2002.","Setting forth the congressional budget for the United States Government for fiscal years, 1996, 1997, 1998, 1999, 2000, 2001, and 2002.","[[official, introduced, Setting forth the congressional budget for the United States Government for fiscal years, 1996, 1997, 1998, 1999, 2000, 2001, and 2002.]]","Setting forth the congressional budget for the United States Government for fiscal years, 1996, 1997, 1998, 1999, 2000, 2001, and 2002."
